nid,title,author,doi,abstract,source_title,year,source,pmid_if_applicable,full_text_link_if_included,file_id,occ_id,organism_type,organism_specific,pathogen,pathogen_note,patient_type,transmission_route,clinical,diagnostic,diagnostic_note,serosurvey,country,origin,problem_geography,lat,long,latlong_source,loc_confidence,shape_type,poly_type,buffer_radius,gaul_year_or_custom_shapefile,poly_id,poly_field,site_notes,month_start,month_end,year_start,year_end,year_accuracy
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,635,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,636,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,637,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,638,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,639,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,640,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,641,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,642,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,643,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,644,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,645,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
365091,Cross-sectional study of MERS-CoV-specific RNA and antibodies in animals that have had contact with MERS patients in Saudi Arabia,"Kasem, Samy; Qasim, Ibraheem; Al-Hufofi, Ali; Hashim, Osman; Alkarar, Ali; Abu-Obeida, Ali; Gaafer, Albagir; Elfadil, Abdelhamid; Zaki, Ahmed; Al-Romaihi, Ahmed; Babekr, Nasereldeen; El-Harby, Nadr; Hussien, Raed; Al-Sahaf, Ali; Al-Doweriej, Ali; Bayoumi, Faisal; Poon, Leo L. M.; Chu, Daniel K. W.; Peiris, Malik; Perera, Ranawaka A. P. M.",10.1016/j.jiph.2017.09.022,"BACKGROUND: Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerged coronavirus that is associated with a severe respiratory disease in humans in the Middle East. The epidemiological profiles of the MERS-CoV infections suggest zoonotic transmission from an animal reservoir to humans. METHODS: This study was designed to investigate animal herds associated with Middle East respiratory syndrome (MERS)-infected patients in Saudi Arabia, during the last three years (2014-2016). Nasal swabs and serum samples from 584 dromedary camels, 39 sheep, 51 goats, and 2 cattle were collected. Nasal samples from camels, sheep, goats, and cattle were examined by real-time reverse-transcription PCR (RT-PCR) to detect MERS-CoV RNA, and the Anti-MERS ELISA assay was performed to detect camel humeral immune response (IgG) to MERS-CoV S1 antigen infection. The complete genome sequencing of ten MERS-CoV camel isolates and phylogenetic analysis was performed. RESULTS: The data indicated that seventy-five dromedary camels were positive for MERS-CoV RNA; the virus was not detected in sheep, goats, and cattle. MERS-CoV RNA from infected camels was not detected beyond 2 weeks after the first positive result was detected in nasal swabs obtained from infected camels. Anti-MERS ELISA assays showed that 70.9% of camels related to human cases had antibodies to MERS-CoV. The full genome sequences of the ten MERS-CoV camel isolates were identical to their corresponding patients and were grouped together within the larger MERS-CoV sequences cluster for human and camel isolates reported form the Arabian Peninsula. CONCLUSIONS: These findings indicate that camels are a significant reservoir for the maintenance of MERS-CoVs, and they are an important source of human infection with MERS.",Journal of Infection and Public Health,2017,PubMed,28993171,http://www.ncbi.nlm.nih.gov/pubmed/28993171,Kasem_2017,646,human,Homo sapiens,MERS-CoV,,index,zoonotic,unknown,reported,,,SAU,Najran,,NA,NA,,good,polygon,admin,NA,2014,2630,ADM1_CODE,,NA,NA,2014,2016,1
